u_id,sa_id
cst_id036519,sa_no006519
cst_id017291,sa_no014112
cst_id017291,sa_no038406
cst_id077236,sa_no037241
cst_id013471,sa_no119029
cst_id043744,sa_no033506
cst_id043334,sa_no122526
cst_id043334,sa_no122351
cst_id043334,sa_no122447
cst_id050453,sa_no043160
cst_id041020,sa_no077962
cst_id017342,sa_no025094
cst_id074083,sa_no013794
cst_id010817,sa_no079143
cst_id018944,sa_no137235
cst_id018944,sa_no000758
cst_id040374,sa_no043615
cst_id063606,sa_no014019
cst_id063606,sa_no050053
cst_id063606,sa_no141508
cst_id063606,sa_no117037
cst_id063606,sa_no034524
cst_id047521,sa_no086657
cst_id078828,sa_no048872
cst_id053716,sa_no092374
cst_id070069,sa_no149427
cst_id024692,sa_no075494
cst_id078809,sa_no048694
cst_id077879,sa_no042045
cst_id013669,sa_no119941
cst_id076795,sa_no033742
cst_id019637,sa_no056748
cst_id002266,sa_no073125
cst_id002266,sa_no034164
cst_id002266,sa_no055547
cst_id066753,sa_no066071
cst_id061754,sa_no018489
cst_id061754,sa_no144990
cst_id041837,sa_no115827
cst_id041837,sa_no069462
cst_id041837,sa_no026096
cst_id041837,sa_no029040
cst_id028094,sa_no095713
cst_id028094,sa_no095688
cst_id028094,sa_no062463
cst_id036730,sa_no040869
cst_id035965,sa_no059671
cst_id035965,sa_no142102
cst_id048629,sa_no102571
cst_id075728,sa_no025398
cst_id045585,sa_no079220
cst_id016275,sa_no107031
cst_id016275,sa_no006518
cst_id016275,sa_no107030
cst_id016275,sa_no107086
cst_id029897,sa_no044538
cst_id021221,sa_no085143
cst_id021221,sa_no085200
cst_id062774,sa_no143902
cst_id032356,sa_no119470
cst_id060151,sa_no006359
cst_id060151,sa_no139058
cst_id060151,sa_no035091
cst_id070224,sa_no044439
cst_id070224,sa_no138560
cst_id075395,sa_no022713
cst_id076546,sa_no033255
cst_id010581,sa_no077831
cst_id010581,sa_no077914
cst_id010581,sa_no077876
cst_id077742,sa_no041040
cst_id059333,sa_no132218
cst_id010870,sa_no079392
cst_id010870,sa_no079352
cst_id073790,sa_no011690
cst_id077635,sa_no040220
cst_id027083,sa_no041054
cst_id027083,sa_no097884
cst_id027083,sa_no088391
cst_id066756,sa_no117542
cst_id014352,sa_no122202
cst_id014352,sa_no103245
cst_id067021,sa_no084835
cst_id007677,sa_no064516
cst_id063546,sa_no014221
cst_id017751,sa_no065236
cst_id011231,sa_no081540
cst_id011231,sa_no124615
cst_id011231,sa_no092310
cst_id032207,sa_no027791
cst_id063852,sa_no107498
cst_id063852,sa_no026566
cst_id006403,sa_no128351
cst_id006403,sa_no059562
cst_id006403,sa_no023009
cst_id006403,sa_no122914
cst_id006403,sa_no025821
cst_id078149,sa_no043677
cst_id077771,sa_no041181
cst_id066656,sa_no046453
cst_id066656,sa_no104024
cst_id046273,sa_no132607
cst_id046273,sa_no143422
cst_id046273,sa_no143336
cst_id046273,sa_no037817
cst_id046273,sa_no067339
cst_id046273,sa_no132606
cst_id078222,sa_no044434
cst_id012265,sa_no087164
cst_id012265,sa_no101015
cst_id012265,sa_no087106
cst_id055727,sa_no143363
cst_id055727,sa_no067384
cst_id052724,sa_no085240
cst_id044871,sa_no138361
cst_id044871,sa_no045739
cst_id044871,sa_no020094
cst_id007277,sa_no114965
cst_id007277,sa_no062782
cst_id007277,sa_no062856
cst_id007277,sa_no114972
cst_id047193,sa_no050489
cst_id047193,sa_no052413
cst_id058360,sa_no139683
cst_id077590,sa_no049524
cst_id077590,sa_no039929
cst_id077590,sa_no049866
cst_id077590,sa_no049867
cst_id077590,sa_no045055
cst_id077590,sa_no045047
cst_id077590,sa_no049525
cst_id077590,sa_no045054
cst_id077590,sa_no045043
cst_id077590,sa_no045053
cst_id077590,sa_no045050
cst_id077590,sa_no049527
cst_id077590,sa_no045005
cst_id077590,sa_no045045
cst_id000988,sa_no012974
cst_id078281,sa_no044824
cst_id060257,sa_no118710
cst_id048827,sa_no025659
cst_id048827,sa_no056275
cst_id043869,sa_no098322
cst_id043869,sa_no021092
cst_id043869,sa_no126217
cst_id067020,sa_no072349
cst_id018650,sa_no010738
cst_id070356,sa_no034745
cst_id070356,sa_no110597
cst_id010126,sa_no076035
cst_id076182,sa_no039053
cst_id076182,sa_no028991
cst_id073172,sa_no007458
cst_id040939,sa_no129561
cst_id040939,sa_no132093
cst_id040939,sa_no044902
cst_id059732,sa_no068287
cst_id059732,sa_no022800
cst_id059732,sa_no063981
cst_id057712,sa_no090977
cst_id048738,sa_no034191
cst_id048738,sa_no120166
cst_id048738,sa_no099309
cst_id048738,sa_no106941
cst_id048738,sa_no149402
cst_id047581,sa_no021518
cst_id059815,sa_no146059
cst_id008233,sa_no084120
cst_id042234,sa_no072824
cst_id062551,sa_no012600
cst_id062551,sa_no081306
cst_id062551,sa_no083274
cst_id062551,sa_no020350
cst_id062551,sa_no014268
cst_id062551,sa_no042705
cst_id062551,sa_no004551
cst_id067171,sa_no112594
cst_id067171,sa_no112609
cst_id067171,sa_no048075
cst_id028419,sa_no031185
cst_id004106,sa_no055117
cst_id004106,sa_no134697
cst_id004106,sa_no134702
cst_id004106,sa_no052818
cst_id004106,sa_no055147
cst_id004106,sa_no134679
cst_id004106,sa_no134709
cst_id041323,sa_no016675
cst_id034245,sa_no068872
cst_id034245,sa_no006796
cst_id047315,sa_no067232
cst_id071119,sa_no086484
cst_id018433,sa_no064837
cst_id018433,sa_no064860
cst_id065643,sa_no141379
cst_id015588,sa_no133151
cst_id015588,sa_no133039
cst_id015588,sa_no125666
cst_id063853,sa_no074381
cst_id019833,sa_no113036
cst_id078454,sa_no046007
cst_id031748,sa_no062261
cst_id031748,sa_no098336
cst_id059183,sa_no078124
cst_id059183,sa_no078030
cst_id002574,sa_no037980
cst_id062903,sa_no062370
cst_id018044,sa_no106563
cst_id075018,sa_no019988
cst_id017800,sa_no145827
cst_id017800,sa_no145825
cst_id017800,sa_no130106
cst_id017800,sa_no145848
cst_id017800,sa_no145826
cst_id056373,sa_no078537
cst_id013716,sa_no134754
cst_id013716,sa_no030295
cst_id013716,sa_no134843
cst_id002858,sa_no086247
cst_id069450,sa_no138185
cst_id039347,sa_no042365
cst_id039347,sa_no011073
cst_id000870,sa_no134653
cst_id000870,sa_no134686
cst_id011159,sa_no063618
cst_id011159,sa_no081137
cst_id011159,sa_no081164
cst_id015563,sa_no146641
cst_id019186,sa_no045319
cst_id037477,sa_no053960
cst_id020400,sa_no018462
cst_id078477,sa_no046130
cst_id063540,sa_no059087
cst_id063540,sa_no022158
cst_id030034,sa_no074774
cst_id030034,sa_no005194
cst_id044339,sa_no079573
cst_id049334,sa_no119730
cst_id049195,sa_no080841
cst_id049195,sa_no068217
cst_id049195,sa_no079490
cst_id049195,sa_no080840
cst_id034640,sa_no092486
cst_id046621,sa_no074261
cst_id041202,sa_no094616
cst_id041202,sa_no044490
cst_id000692,sa_no006553
cst_id000692,sa_no127148
cst_id000692,sa_no036574
cst_id000692,sa_no126302
cst_id074027,sa_no020091
cst_id074027,sa_no013417
cst_id062298,sa_no072867
cst_id003548,sa_no129843
cst_id003548,sa_no140810
cst_id074842,sa_no018694
cst_id033211,sa_no102653
cst_id022517,sa_no039551
cst_id022517,sa_no076719
cst_id022517,sa_no133127
cst_id022517,sa_no076822
cst_id022517,sa_no147184
cst_id022517,sa_no009719
cst_id036862,sa_no082452
cst_id028224,sa_no015806
cst_id028224,sa_no002326
cst_id028224,sa_no080097
cst_id028224,sa_no002327
cst_id028224,sa_no090377
cst_id041838,sa_no079980
cst_id071322,sa_no085529
cst_id059653,sa_no023311
cst_id028376,sa_no083951
cst_id028376,sa_no083950
cst_id067016,sa_no047250
cst_id067016,sa_no042265
cst_id067016,sa_no049907
cst_id067016,sa_no116050
cst_id007930,sa_no065927
cst_id009672,sa_no126557
cst_id009672,sa_no073723
cst_id069295,sa_no030620
cst_id069295,sa_no002032
cst_id033510,sa_no028207
cst_id033510,sa_no028208
cst_id033510,sa_no052086
cst_id030379,sa_no091236
cst_id030379,sa_no091132
cst_id030379,sa_no117824
cst_id072869,sa_no005834
cst_id078212,sa_no044578
cst_id019966,sa_no087569
cst_id068145,sa_no080535
cst_id058656,sa_no011712
cst_id019483,sa_no058878
cst_id050569,sa_no035199
cst_id050569,sa_no102927
cst_id049785,sa_no082050
cst_id073734,sa_no011383
cst_id049900,sa_no083966
cst_id049900,sa_no072537
cst_id032832,sa_no100864
cst_id017984,sa_no126045
cst_id017984,sa_no008718
cst_id063683,sa_no092257
cst_id077185,sa_no036963
cst_id078715,sa_no047627
cst_id046642,sa_no075372
cst_id078052,sa_no043133
cst_id017786,sa_no142229
cst_id043416,sa_no051036
cst_id043416,sa_no051039
cst_id043416,sa_no138731
cst_id043416,sa_no051032
cst_id043416,sa_no051035
cst_id043416,sa_no113706
cst_id043416,sa_no051033
cst_id022885,sa_no134200
cst_id024129,sa_no030941
cst_id024129,sa_no136060
cst_id054226,sa_no044519
cst_id033022,sa_no080957
cst_id024617,sa_no038917
cst_id024617,sa_no048951
cst_id024617,sa_no045102
cst_id024617,sa_no019371
cst_id024617,sa_no011114
cst_id024617,sa_no096138
cst_id024617,sa_no022384
cst_id024617,sa_no036986
cst_id024617,sa_no075069
cst_id024617,sa_no004808
cst_id024617,sa_no004885
cst_id024617,sa_no139451
cst_id041784,sa_no109522
cst_id041784,sa_no109530
cst_id041784,sa_no109520
cst_id040129,sa_no016200
cst_id040129,sa_no027352
cst_id005120,sa_no055899
cst_id005120,sa_no107890
cst_id005120,sa_no041702
cst_id005120,sa_no136861
cst_id005120,sa_no055924
cst_id061480,sa_no007524
cst_id061480,sa_no030722
cst_id061480,sa_no143789
cst_id001124,sa_no015606
cst_id074579,sa_no033569
cst_id074579,sa_no017078
cst_id002967,sa_no044199
cst_id010127,sa_no076265
cst_id010127,sa_no050032
cst_id010127,sa_no076243
cst_id010127,sa_no076037
cst_id010495,sa_no073775
cst_id067440,sa_no144615
cst_id031533,sa_no123410
cst_id059942,sa_no143508
cst_id059942,sa_no047234
cst_id077285,sa_no037525
cst_id017144,sa_no106669
cst_id017144,sa_no114744
cst_id076215,sa_no029204
cst_id006568,sa_no060616
cst_id072474,sa_no002792
cst_id007465,sa_no063434
cst_id007465,sa_no063488
cst_id007465,sa_no063469
cst_id046574,sa_no074095
cst_id036593,sa_no098427
cst_id076544,sa_no031546
cst_id064894,sa_no142452
cst_id064894,sa_no047846
cst_id059609,sa_no101464
cst_id038373,sa_no106264
cst_id038373,sa_no084040
cst_id024476,sa_no123928
cst_id024476,sa_no045024
cst_id078515,sa_no046410
cst_id000901,sa_no010784
cst_id042661,sa_no099069
cst_id076483,sa_no031179
cst_id002652,sa_no039365
cst_id016484,sa_no017378
cst_id016484,sa_no003255
cst_id016484,sa_no031666
cst_id016484,sa_no135507
cst_id016484,sa_no050848
cst_id016484,sa_no008524
cst_id050770,sa_no014185
cst_id050770,sa_no002738
cst_id022986,sa_no137450
cst_id072070,sa_no036385
cst_id072070,sa_no000046
cst_id072616,sa_no004120
cst_id072616,sa_no030345
cst_id040959,sa_no064207
cst_id040959,sa_no064302
cst_id040959,sa_no046440
cst_id043800,sa_no014819
cst_id015301,sa_no006979
cst_id015301,sa_no104711
cst_id011013,sa_no083948
cst_id011013,sa_no083970
cst_id011013,sa_no080279
cst_id039422,sa_no013317
cst_id039422,sa_no064692
cst_id061759,sa_no003390
cst_id000806,
cst_id034358,sa_no047279
cst_id004578,sa_no054410
cst_id004578,sa_no055791
cst_id004578,sa_no092282
cst_id044731,sa_no113437
cst_id010651,sa_no041786
cst_id010651,sa_no001306
cst_id010651,sa_no078308
cst_id034124,sa_no048582
cst_id034124,sa_no048436
cst_id034124,sa_no049328
cst_id077091,sa_no036056
cst_id044063,sa_no080142
cst_id000205,sa_no000336
cst_id077044,sa_no035738
cst_id061565,sa_no085874
cst_id061565,sa_no146210
cst_id061565,sa_no019070
cst_id076038,sa_no027920
cst_id078932,sa_no050016
cst_id005330,sa_no056507
cst_id005330,sa_no056605
cst_id005330,sa_no134223
cst_id069752,sa_no097524
cst_id069752,sa_no049627
cst_id069752,sa_no049626
cst_id036071,sa_no125881
cst_id036071,sa_no119142
cst_id036071,sa_no119141
cst_id036071,sa_no119140
cst_id036071,sa_no113799
cst_id036071,sa_no014511
cst_id036071,sa_no059749
cst_id036071,sa_no059674
cst_id078930,sa_no050011
cst_id068878,sa_no091408
cst_id004776,sa_no054917
cst_id004776,sa_no060149
cst_id004776,sa_no060160
cst_id016199,sa_no142178
cst_id026393,sa_no109579
cst_id073913,sa_no017021
cst_id073913,sa_no012654
cst_id046022,sa_no077310
cst_id046022,sa_no075433
cst_id046022,sa_no137848
cst_id046022,sa_no015818
cst_id046759,sa_no146066
cst_id046759,sa_no137855
cst_id071146,sa_no106732
cst_id071146,sa_no006445
cst_id017129,sa_no052511
cst_id017129,sa_no052342
cst_id010037,sa_no075528
cst_id010037,sa_no128092
cst_id078919,sa_no049899
cst_id074937,sa_no019317
cst_id064009,sa_no037324
cst_id064009,sa_no033156
cst_id078591,sa_no046996
cst_id004717,sa_no145770
cst_id004717,sa_no098149
cst_id004717,sa_no145828
cst_id004717,sa_no091416
cst_id017696,sa_no118855
cst_id017696,sa_no066851
cst_id017696,sa_no017980
cst_id017696,sa_no000040
cst_id017696,sa_no118886
cst_id017696,sa_no116010
cst_id075790,sa_no026051
cst_id064109,sa_no118261
cst_id064109,sa_no086339
cst_id004212,sa_no034224
cst_id074942,sa_no019342
cst_id074942,sa_no046438
cst_id026633,sa_no018838
cst_id026633,sa_no075496
cst_id070222,sa_no108475
cst_id078112,sa_no043527
cst_id011621,sa_no083702
cst_id011621,sa_no118581
cst_id011621,sa_no030035
cst_id011621,sa_no102807
cst_id056257,sa_no112457
cst_id056257,sa_no030878
cst_id078783,sa_no048079
cst_id064691,sa_no140021
cst_id051054,sa_no082865
cst_id064287,sa_no004979
cst_id064287,sa_no042793
cst_id064287,sa_no049617
cst_id064287,sa_no004981
cst_id064287,sa_no049616
cst_id064287,sa_no132547
cst_id064287,sa_no002452
cst_id014799,sa_no147062
cst_id037855,sa_no065378
cst_id037855,sa_no088677
cst_id055745,sa_no062841
cst_id055745,sa_no006252
cst_id036343,sa_no091077
cst_id036343,sa_no103817
cst_id036343,sa_no137675
cst_id029641,sa_no106916
cst_id075046,sa_no043863
cst_id010049,sa_no114004
cst_id024526,sa_no133394
cst_id024526,sa_no093443
cst_id078374,sa_no045376
cst_id078920,sa_no049903
cst_id049202,sa_no134596
cst_id051856,sa_no091572
cst_id043542,sa_no085726
cst_id043542,sa_no046201
cst_id042410,sa_no138466
cst_id067759,sa_no112347
cst_id019363,sa_no067117
cst_id073863,sa_no012292
cst_id078117,sa_no043474
cst_id046034,sa_no102662
cst_id008913,sa_no066811
cst_id008913,sa_no069962
cst_id008913,sa_no090931
cst_id000726,sa_no056652
cst_id041746,sa_no094360
cst_id050560,sa_no050248
cst_id050560,sa_no104820
cst_id076232,sa_no029304
cst_id059347,sa_no145138
cst_id072067,sa_no000037
cst_id077470,sa_no038941
cst_id023993,sa_no109715
cst_id023993,sa_no118385
cst_id023993,sa_no053599
cst_id023993,sa_no075974
cst_id023993,sa_no129344
cst_id023993,sa_no139885
cst_id023993,sa_no139893
cst_id048826,sa_no112623
cst_id048826,sa_no027816
cst_id050704,sa_no114138
cst_id050704,sa_no004523
cst_id078725,sa_no047701
cst_id009776,sa_no074114
cst_id009776,sa_no074115
cst_id009776,sa_no054112
cst_id009776,sa_no074113
cst_id009776,sa_no074046
cst_id009776,sa_no074127
cst_id009776,sa_no074057
cst_id009776,sa_no030109
cst_id009776,sa_no074112
cst_id009776,sa_no017199
cst_id009776,sa_no074048
cst_id009776,sa_no017197
cst_id009776,sa_no074116
cst_id022397,sa_no099535
cst_id022397,sa_no017689
cst_id011606,sa_no083713
cst_id049089,sa_no023894
cst_id045363,sa_no073319
cst_id044866,sa_no133919
cst_id044866,sa_no027700
cst_id044866,sa_no085629
cst_id044866,sa_no133839
cst_id044866,sa_no027317
cst_id044866,sa_no026182
cst_id044866,sa_no078660
cst_id044866,sa_no027482
cst_id044866,sa_no134024
cst_id044866,sa_no025341
cst_id014558,sa_no080222
cst_id014558,sa_no123851
cst_id039421,
cst_id011313,sa_no081909
cst_id059256,sa_no104871
cst_id059256,sa_no027535
cst_id009780,sa_no074170
cst_id009780,sa_no074206
